University,Year,Ranking
National University of Science and Technology MISIS,2019,476
National University of Science and Technology MISIS,2020,451
National University of Science and Technology MISIS,2021,428
National University of Science and Technology MISIS,2022,487
National University of Science and Technology MISIS,2023,467
National University of Science and Technology MISIS,2024,690
University of Kentucky,2017,550
University of Kentucky,2018,600
University of Kentucky,2019,560
University of Kentucky,2020,650
University of Kentucky,2021,650
University of Kentucky,2022,700
University of Kentucky,2023,750
University of Kentucky,2024,690
Indian Institute of Technology Hyderabad,2021,650
Indian Institute of Technology Hyderabad,2022,600
Indian Institute of Technology Hyderabad,2023,590
Indian Institute of Technology Hyderabad,2024,700
Inha University,2017,600
Inha University,2018,650
Inha University,2019,560
Inha University,2020,530
Inha University,2021,540
Inha University,2022,570
Inha University,2023,540
Inha University,2024,700
Universidad Iberoamericana IBERO,2017,700
Universidad Iberoamericana IBERO,2018,650
Universidad Iberoamericana IBERO,2019,750
Universidad Iberoamericana IBERO,2020,700
Universidad Iberoamericana IBERO,2021,750
Universidad Iberoamericana IBERO,2022,750
Universidad Iberoamericana IBERO,2023,750
Universidad Iberoamericana IBERO,2024,700
Universidade Federal de Minas Gerais      ,2017,600
Universidade Federal de Minas Gerais      ,2018,600
Universidade Federal de Minas Gerais      ,2019,650
Universidade Federal de Minas Gerais      ,2020,700
Universidade Federal de Minas Gerais      ,2021,700
Universidade Federal de Minas Gerais      ,2022,700
Universidade Federal de Minas Gerais      ,2023,750
Universidade Federal de Minas Gerais      ,2024,700
Universidade Federal do Rio Grande Do Sul ,2017,470
Universidade Federal do Rio Grande Do Sul ,2018,550
Universidade Federal do Rio Grande Do Sul ,2019,650
Universidade Federal do Rio Grande Do Sul ,2020,700
Universidade Federal do Rio Grande Do Sul ,2021,750
Universidade Federal do Rio Grande Do Sul ,2022,800
Universidade Federal do Rio Grande Do Sul ,2023,800
Universidade Federal do Rio Grande Do Sul ,2024,700
University of Cincinnati,2017,600
University of Cincinnati,2018,550
University of Cincinnati,2019,550
University of Cincinnati,2020,570
University of Cincinnati,2021,650
University of Cincinnati,2022,650
University of Cincinnati,2023,750
University of Cincinnati,2024,700
University of Dhaka,2017,701
University of Dhaka,2018,750
University of Dhaka,2019,1000
University of Dhaka,2020,1000
University of Dhaka,2021,1000
University of Dhaka,2022,1000
University of Dhaka,2023,1000
University of Dhaka,2024,700
University of Mons ,2017,550
University of Mons ,2018,600
University of Mons ,2019,600
University of Mons ,2020,600
University of Mons ,2021,700
University of Mons ,2022,700
University of Mons ,2023,750
University of Mons ,2024,700
University of Trieste,2017,701
University of Trieste,2018,750
University of Trieste,2019,750
University of Trieste,2020,750
University of Trieste,2021,750
University of Trieste,2022,700
University of Trieste,2023,750
University of Trieste,2024,700
V. N. Karazin Kharkiv National University,2017,382
V. N. Karazin Kharkiv National University,2018,410
V. N. Karazin Kharkiv National University,2019,481
V. N. Karazin Kharkiv National University,2020,491
V. N. Karazin Kharkiv National University,2021,477
V. N. Karazin Kharkiv National University,2022,520
V. N. Karazin Kharkiv National University,2023,550
V. N. Karazin Kharkiv National University,2024,700
Altai State University,2019,650
Altai State University,2021,580
Altai State University,2022,570
Altai State University,2023,530
Altai State University,2024,710
Chiba University,2017,600
Chiba University,2018,550
Chiba University,2019,464
Chiba University,2020,442
Chiba University,2021,488
Chiba University,2022,477
Chiba University,2023,490
Chiba University,2024,710
Czech University of Life Sciences in Prague,2020,1000
Czech University of Life Sciences in Prague,2021,1000
Czech University of Life Sciences in Prague,2022,1000
Czech University of Life Sciences in Prague,2023,1000
Czech University of Life Sciences in Prague,2024,710
Eötvös Loránd University,2017,650
Eötvös Loránd University,2018,700
Eötvös Loránd University,2019,750
Eötvös Loránd University,2020,700
Eötvös Loránd University,2021,650
Eötvös Loránd University,2022,700
Eötvös Loránd University,2023,750
Eötvös Loránd University,2024,710
Universidad de Antioquia,2017,650
Universidad de Antioquia,2018,650
Universidad de Antioquia,2019,750
Universidad de Antioquia,2020,700
Universidad de Antioquia,2021,700
Universidad de Antioquia,2022,700
Universidad de Antioquia,2023,700
Universidad de Antioquia,2024,710
Universidade de Santiago de Compostela,2017,600
Universidade de Santiago de Compostela,2018,650
Universidade de Santiago de Compostela,2019,590
Universidade de Santiago de Compostela,2020,700
Universidade de Santiago de Compostela,2021,750
Universidade de Santiago de Compostela,2022,750
Universidade de Santiago de Compostela,2023,800
Universidade de Santiago de Compostela,2024,710
Wake Forest University,2017,410
Wake Forest University,2018,420
Wake Forest University,2019,387
Wake Forest University,2020,398
Wake Forest University,2021,380
Wake Forest University,2022,429
Wake Forest University,2023,438
Wake Forest University,2024,710
Zayed University,2019,750
Zayed University,2020,700
Zayed University,2021,750
Zayed University,2022,700
Zayed University,2023,750
Zayed University,2024,710
Beirut Arab University ,2020,1000
Beirut Arab University ,2021,1000
Beirut Arab University ,2022,1000
Beirut Arab University ,2023,1000
Beirut Arab University ,2024,720
China University of Petroleum,2023,550
China University of Petroleum,2024,720
International Islamic University Malaysia,2017,650
International Islamic University Malaysia,2018,750
International Islamic University Malaysia,2019,700
International Islamic University Malaysia,2020,700
International Islamic University Malaysia,2021,650
International Islamic University Malaysia,2022,700
International Islamic University Malaysia,2023,700
International Islamic University Malaysia,2024,720
Istanbul University,2017,701
Istanbul University,2018,1000
Istanbul University,2019,1000
Istanbul University,2020,1000
Istanbul University,2021,1000
Istanbul University,2022,1000
Istanbul University,2023,1000
Istanbul University,2024,720
Savitribai Phule Pune University,2017,701
Savitribai Phule Pune University,2018,1000
Savitribai Phule Pune University,2019,1000
Savitribai Phule Pune University,2020,1000
Savitribai Phule Pune University,2021,700
Savitribai Phule Pune University,2022,600
Savitribai Phule Pune University,2023,550
Savitribai Phule Pune University,2024,720
Universidad del Rosario,2017,701
Universidad del Rosario,2018,1000
Universidad del Rosario,2019,1000
Universidad del Rosario,2020,800
Universidad del Rosario,2021,800
Universidad del Rosario,2022,800
Universidad del Rosario,2023,800
Universidad del Rosario,2024,720
Université de Rennes 1,2017,650
Université de Rennes 1,2018,700
Université de Rennes 1,2019,750
Université de Rennes 1,2020,1000
Université de Rennes 1,2021,1000
Université de Rennes 1,2022,1000
Université de Rennes 1,2023,1000
Université de Rennes 1,2024,720
"University of Maryland, Baltimore County",2017,450
"University of Maryland, Baltimore County",2018,490
"University of Maryland, Baltimore County",2019,453
"University of Maryland, Baltimore County",2020,460
"University of Maryland, Baltimore County",2021,750
"University of Maryland, Baltimore County",2022,800
"University of Maryland, Baltimore County",2023,1000
"University of Maryland, Baltimore County",2024,720
University of New Brunswick,2022,700
University of New Brunswick,2023,750
University of New Brunswick,2024,720
University of Westminster,2018,600
University of Westminster,2019,650
University of Westminster,2020,700
University of Westminster,2021,700
University of Westminster,2022,750
University of Westminster,2023,750
University of Westminster,2024,720
Victoria University ,2017,700
Victoria University ,2018,750
Victoria University ,2019,700
Victoria University ,2020,650
Victoria University ,2021,560
Victoria University ,2022,650
Victoria University ,2023,750
Victoria University ,2024,720
Ain Shams University ,2017,701
Ain Shams University ,2018,750
Ain Shams University ,2019,750
Ain Shams University ,2020,1000
Ain Shams University ,2021,1000
Ain Shams University ,2022,1000
Ain Shams University ,2023,1000
Ain Shams University ,2024,730
Beijing University of Chemical Technology,2023,530
Beijing University of Chemical Technology,2024,730
Jeonbuk National University,2017,550
Jeonbuk National University,2018,550
Jeonbuk National University,2019,580
Jeonbuk National University,2020,580
Jeonbuk National University,2021,600
Jeonbuk National University,2022,580
Jeonbuk National University,2023,560
Jeonbuk National University,2024,730
Temple University,2017,700
Temple University,2018,700
Temple University,2019,700
Temple University,2020,700
Temple University,2021,750
Temple University,2022,800
Temple University,2023,800
Temple University,2024,730
Ton Duc Thang University,2020,1001
Ton Duc Thang University,2021,1001
Ton Duc Thang University,2022,11200
Ton Duc Thang University,2023,1200
Ton Duc Thang University,2024,730
Universita' Politecnica delle Marche,2021,1000
Universita' Politecnica delle Marche,2022,1000
Universita' Politecnica delle Marche,2023,1000
Universita' Politecnica delle Marche,2024,730
Université Côte d\'Azur,2023,800
Université Côte d\'Azur,2024,730
Université de Lorraine,2017,701
Université de Lorraine,2018,800
Université de Lorraine,2019,750
Université de Lorraine,2020,800
Université de Lorraine,2021,1000
Université de Lorraine,2022,1000
Université de Lorraine,2023,1000
Université de Lorraine,2024,730
University of Belgrade,2017,701
University of Belgrade,2018,1000
University of Belgrade,2019,1000
University of Belgrade,2020,1000
University of Belgrade,2021,1001
University of Belgrade,2022,11200
University of Belgrade,2023,1200
University of Belgrade,2024,730
"University of Colorado, Denver ",2017,374
"University of Colorado, Denver ",2018,394
"University of Colorado, Denver ",2019,397
"University of Colorado, Denver ",2020,392
"University of Colorado, Denver ",2021,398
"University of Colorado, Denver ",2022,414
"University of Colorado, Denver ",2023,428
"University of Colorado, Denver ",2024,730
University of Oregon,2017,600
University of Oregon,2018,600
University of Oregon,2019,590
University of Oregon,2020,650
University of Oregon,2021,650
University of Oregon,2022,700
University of Oregon,2023,750
University of Oregon,2024,730
"Adam Mickiewicz University, Poznań",2018,1000
"Adam Mickiewicz University, Poznań",2019,1000
"Adam Mickiewicz University, Poznań",2020,1000
"Adam Mickiewicz University, Poznań",2021,1000
"Adam Mickiewicz University, Poznań",2022,1000
"Adam Mickiewicz University, Poznań",2023,1000
"Adam Mickiewicz University, Poznań",2024,740
Alfaisal University,2023,700
Alfaisal University,2024,740
Bournemouth University,2018,750
Bournemouth University,2019,750
Bournemouth University,2020,750
Bournemouth University,2021,800
Bournemouth University,2022,800
Bournemouth University,2023,1000
Bournemouth University,2024,740
Indian Institute of Technology Bhubaneswar,2022,750
Indian Institute of Technology Bhubaneswar,2023,1000
Indian Institute of Technology Bhubaneswar,2024,740
Jordan University of Science & Technology,2017,700
