University,Subject
University of Siena,Computer Science
Budapest University of Technology and Economics,Computer Science
Instituto Politécnico Nacional,Computer Science
Jadavpur University,Computer Science
University of the Punjab,Computer Science
University of the West of England,Computer Science
Kasetsart University,Computer Science
Liverpool John Moores University,Computer Science
Riga Technical University,Computer Science
Université du Québec,Computer Science
University of Zagreb,Computer Science
Wayne State University,Computer Science
King Khalid University,Computer Science
Universiti Tenaga Nasional,Computer Science
Virginia Commonwealth University,Computer Science
Shoolini University of Biotechnology and Management Sciences,Computer Science
University of Brighton,Computer Science
University of Northern British Columbia,Computer Science
Syracuse University,Computer Science
Universiti Malaysia Pahang,Computer Science
University of Alaska Fairbanks,Computer Science
American University,Computer Science
Clarkson University,Computer Science
Diponegoro University,Computer Science
Plekhanov Russian University of Economics,Computer Science
University of Brescia,Computer Science
University of Engineering & TechnologyLahore,Computer Science
University of Patras,Computer Science
Al-Ahliyya Amman University,Computer Science
Almaty Technological University,Computer Science
Auburn University,Computer Science
Australian Catholic University,Computer Science
Bangladesh University of Engineering and Technology,Computer Science
Clark University,Computer Science
De Montfort University,Computer Science
Immanuel Kant Baltic Federal University,Computer Science
Ivane Javakhishvili Tbilisi State University,Computer Science
Jouf University,Computer Science
Kaunas University of Technology,Computer Science
Louisiana State University,Computer Science
Maynooth University,Computer Science
Nagasaki University,Computer Science
Nanjing University of Aeronautics and Astronautics,Computer Science
North-West University,Computer Science
Universidad San Francisco de Quito,Computer Science
Universiti Tunku Abdul Rahman,Computer Science
University of Alicante,Computer Science
University of Calcutta,Computer Science
University of Dubai,Computer Science
University of Latvia,Computer Science
University of Salerno,Computer Science
University of Santo Tomas,Computer Science
Verona University,Computer Science
Vilnius Gediminas Technical University,Computer Science
Vytautas Magnus University,Computer Science
Chonnam National University,Computer Science
Chungnam National University,Computer Science
CY Cergy Paris University,Computer Science
Gdańsk University of Technology,Computer Science
Georgia State University,Computer Science
Kanazawa University,Computer Science
Karaganda Buketov University,Computer Science
King Faisal University,Computer Science
Kuwait University,Computer Science
Kyrgyz-Turkish Manas University,Computer Science
London South Bank University,Computer Science
National Research Saratov State University,Computer Science
Niigata University,Computer Science
North South University,Computer Science
Pavol Jozef Šafárik University in Košice,Computer Science
Southern Federal University,Computer Science
Technological University Dublin,Computer Science
TU Dortmund University,Computer Science
University of Bucharest,Computer Science
University of East London,Computer Science
University of Hertfordshire,Computer Science
University of Lincoln,Computer Science
University of Malta,Computer Science
University of Maribor,Computer Science
University of Messina,Computer Science
University of Palermo,Computer Science
University of Parma,Computer Science
University of Salford,Computer Science
University of South Africa,Computer Science
Worcester Polytechnic Institute,Computer Science
Athens University of Economics and Business,Computer Science
Donghua University,Computer Science
Kumamoto University,Computer Science
London Metropolitan University,Computer Science
Mendel University in Brno,Computer Science
National Chung Cheng University,Computer Science
Pontificia Universidad Católica del Ecuador,Computer Science
Prince of Songkla University,Computer Science
Qassim University,Computer Science
Robert Gordon University,Computer Science
Samara National Research University,Computer Science
University of Central Lancashire,Computer Science
University of Denver,Computer Science
University of Murcia,Computer Science
West Virginia University,Computer Science
"Birla Institute of Technology and Science, Pilani",Computer Science
George Mason University,Computer Science
Gunma University,Computer Science
Islamic University of Madinah,Computer Science
Jamia Millia Islamia,Computer Science
Khon Kaen University,Computer Science
Lviv Polytechnic National University,Computer Science
Makerere University,Computer Science
South Ural State University,Computer Science
Sumy State University,Computer Science
University of Alabama,Computer Science
Tokyo Metropolitan University,Computer Science
Universidad Peruana Cayetano Heredia,Computer Science
Universiti Pendidikan Sultan Idris,Computer Science
University of Baghdad,Computer Science
University of Calabria,Computer Science
University of Ghana,Computer Science
University of Peshawar,Computer Science
University of the Western Cape,Computer Science
Yokohama National University,Computer Science
University of Ioannina,Computer Science
Aligarh Muslim University,Computer Science
Amity University,Computer Science
Amrita Vishwa Vidyapeetham,Computer Science
